lang,label,sentence
en,ocp:play,i want to hear music by a band from my playlist
en,ocp:play,find jazz music on my playlist
en,ovos-skill-hello-world.openvoiceos:Greetings.intent,who are you
en,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,tell me jokes
en,ocp:play,new music tracks
en,ovos-skill-wordnet.openvoiceos:definition.intent,what is skynet
en,ocp:play,play b. b. c. radio
en,ocp:play,tune in some radio
en,ocp:play,please start radio
en,ocp:play,turn on some radio station
en,ocp:play,play my favorite radio
en,ocp:play,turn on the radio
en,ocp:play,turn on the radio olly
en,ocp:play,play music radio for me
en,ocp:play,play the radio
en,ocp:play,play my rock station on pandora
en,ocp:play,what are the new rock radio stations
en,ocp:play,select radio menu
en,ocp:play,select station you want
en,ocp:play,turn radio to ninety eight point seven
en,ocp:play,i need you to turn on the radio
en,ocp:play,play me a radio channel for trance music
en,ocp:play,play me the top one radio channel
en,ocp:play,alexa ally please play pandora radio
en,ocp:play,ally please play pandora radio
en,ocp:play,turn to station one hundred and two point seven ally
en,ocp:play,can you play acoustic music with no commercials
en,ocp:play,i want to hear the best country songs of the nineties
en,ocp:play,play the radio station
en,ocp:play,play the top forty station with rocket and theresa
en,ocp:play,play the kansas city hip hop station
en,ocp:play,find me the local n. p. r. station
en,ocp:play,is rush limbaugh on the air if he is put him on
en,ocp:play,i want to hear some radio pop please
en,ocp:play,tune in to nine hundred and thirty five on radio
en,ocp:play,on the radio it is time for good music
en,ocp:play,put on the radio
en,ocp:play,start the radio
en,ocp:play,start the radio olly
en,ocp:play,i want to hear the radio olly
en,ocp:play,i want to hear the radio
en,ocp:play,turn on the radio please
en,ocp:play,activate the radio please
en,ocp:play,tune in to my favorite radio station please
en,ocp:play,play the radio music band
en,ocp:play,play the radio band with documentary
en,ocp:play,please tune in to nine hundred and seventy five f. m.
en,ocp:play,turn on some music
en,ocp:play,i want to hear the radio turn it on please
en,ocp:play,play the radio on nine hundred and ninety nine f. m. only
en,ocp:play,the radio should play only on nine hundred and ninety nine f. m.
en,ocp:play,start radio and go to frequency on one thousand and forty eight
en,ocp:play,start radio and go to frequency on nine hundred and forty three
en,ocp:play,start radio and go to frequency on nine hundred and twenty seven
en,ocp:play,look for a radio station called rhythm on the frequency one
en,ocp:play,get me a radio station that plays classical music
en,ocp:play,i need ninety nine point five please
en,ocp:play,i'd like to listen to ninety nine point five
en,ocp:play,please turn on ninety nine point five
en,ocp:play,time for my drive home station please
en,ocp:play,find me some talk back radio
en,ocp:play,open f. m.
en,ocp:play,radio one thousand and twenty seven
en,ocp:play,please start f. m. eight hundred and ninety radio channel
en,ocp:play,i need you to start f. m. eight hundred and ninety radio channel
en,ocp:play,search next station
en,ocp:play,i want to listen to the rap station
en,ocp:play,start radio station for me
en,ocp:play,turn the radio on
en,ocp:play,turn on the radio on this channel
en,ocp:play,i want to hear this radio station now
en,ocp:play,turn on the radio for me
en,ocp:play,turn on the radio to kiss f. m.
en,ocp:play,find me kiss f. m. channel
en,ocp:play,play the radio for me
en,ocp:play,turn the radio to kiss f. m.
en,ocp:play,play my favorite radio station
en,ocp:play,would you please turn on the am radio
en,ocp:play,i'm tired of pandora please turn on the radio
en,ocp:play,make my radio turn on
en,ocp:play,open pandora app
en,ocp:play,open pandora and search for a classic rock station
en,ocp:play,play random radio station
en,ocp:play,play any country music station
en,ocp:play,turn on the radio to ten fifty three
en,ocp:play,play hot ninety seven
en,ocp:play,play sirius on satellite radio
en,ocp:play,i want to listen to nine hundred and forty one please
en,ocp:play,can you play kxly for me
en,ocp:play,change the radio station
en,ocp:play,please turn the radio nine hundred and seventy three f. m.
en,ocp:play,please turn on the radio
en,ocp:play,play this radio channel for me
en,ocp:play,tell me the name of the radio station that i want played
en,ocp:play,start radio channel ten
en,ocp:play,play new radio channel
en,ocp:play,i want to listen some music play a radio station
en,ocp:play,please start the radio
en,ocp:play,olly radio on
en,ocp:play,play eight hundred and eighty nine
en,ocp:play,go to radio
en,ocp:play,please play some music
en,ocp:play,please play some songs for kids
en,ocp:play,play the last radio channel
en,ocp:play,take me to the most popular radio channel
en,ocp:play,play the sports station
en,ocp:play,i want to hear some local talk radio
en,ocp:play,find me the oldies channel
en,ocp:play,turn on radio
en,ocp:play,turn on channel b. b. c. radio one please
en,ocp:play,please switch the channel to classic f. m.
en,ocp:play,please play the local latin music channel on the radio
en,ocp:play,please go to the local sports talk show on the radio
en,ocp:play,i want to listen to the radio
en,ocp:play,i need you to find a good channels to listen to
en,ocp:play,find the best rock station near my location and turn it on
en,ocp:play,find the nearest rock station
en,ocp:play,what's on the radio
en,ocp:play,put the radio on and play radio two
en,ocp:play,can you find the radio station on spotify that i was listening to yesterday
en,ocp:play,hey olly turn the radio on
en,ocp:play,hey olly what is on the radio right now
en,ocp:play,play ipl two thousand and seventeen
en,ocp:play,play american idol for me now
en,ocp:play,play n. p. r. on the car radio
en,ocp:play,radio play nine hundred and eighty nine please
en,ocp:play,activate radio and tune into nine hundred and eighty nine
en,ocp:play,please tune my xm radio to c. n. n.
en,ocp:play,i'd like to listen to my favorite morning show in the car on the way to work please
en,ocp:play,i want to listen to the radio turn it on for me
en,ocp:play,play radio disney
en,ocp:play,play radio music
en,ocp:play,begin radio play
en,ocp:play,play the next howard stern show on the radio
en,ocp:play,i want to listen to the bob and tom show
en,ocp:play,can you put on the next i heart music radio show
en,ocp:play,switch on the radio
en,ocp:play,play me the latest podcast about online surveys
en,ocp:play,tune in to n. p. r.
en,ocp:play,listen to n. p. r. radio
en,ocp:play,play some country music
en,ocp:play,listen to sports talk
en,ocp:play,start the i'm feeling lucky playlist on google play
en,ocp:play,play classical channel in sirius
en,ocp:play,open sirius app and play the classical channel
en,ocp:play,open spotify and play personal channel
en,ocp:play,please find me a country music station
en,ocp:play,play the college baseball game
en,ocp:play,play the miami heat and warriors game
en,ocp:play,play my newest podcasts from radiolab
en,ocp:play,put on a playlist of danish music
en,ocp:play,play a talk program about child care
en,ocp:play,play a program about crime in dallas area
en,ocp:play,i want to listen to today's hits
en,ocp:play,please play the top forties hits on pandora
en,ocp:play,open media player and play top hits
en,ocp:play,play my usher radio station
en,ocp:play,play my favorite podcast
en,ocp:play,i want to listen to the new sam harris episode
en,ocp:play,play alex jones in radio
en,ocp:play,search for gary mcnamara in radio
en,ocp:play,i want to listen to n. p. r. in the living room
en,ocp:play,can you please turn on n. p. r. where i am
en,ocp:play,tune me song in radio
en,ocp:play,tune best topic
en,ocp:play,play the health show on my cell phone
en,ocp:play,broadcast the health show from the kitchen
en,ocp:play,turn on my pandora radio
en,ocp:play,turn on the oldies playlist on my radio
en,ocp:play,turn on the local radio
en,ocp:play,i want to hear one oh three point one
en,ocp:play,press play on the radio
en,ocp:play,play the breakfast club
en,ocp:play,turn on hot ninety seven
en,ocp:play,please switch to red f. m.
en,ocp:play,please play red f. m.
en,ocp:play,tune in to bob and tom
en,ocp:play,turn on bob and tom
en,ocp:play,start playing f. m. one oh nine
en,ocp:play,turn on pandora
en,ocp:play,tune into my selected station
en,ocp:play,could you please play the f. m. radio of one station for me
en,ocp:play,please play the news channel so that i can hear some news
en,ocp:play,play the jazz station
en,ocp:play,give me a classical radio station
en,ocp:play,i want to hear rock
en,ocp:play,play radio ninety five point five
en,ocp:play,play howard stern on sirius
en,ocp:play,get me osteen on sirius
en,ocp:play,recorded program may be listened on future days
en,ocp:play,olly i want to listen to one oh one point one the whiz
en,ocp:play,scan the radio for howard stern
en,ocp:play,set frequency of the radio
en,ocp:play,play the radio station rock one hundred and eight
en,ocp:play,turn on sportsnet for hockey
en,ocp:play,play yesterday's hot ninety seven morning show
en,ocp:play,please play program on xmtune
en,ocp:play,put on radio mango
en,ocp:play,switch on radio mango
en,ocp:play,play some soft rock
en,ocp:play,put on some love songs
en,ocp:play,start playing f. m. ninety six point five when it is one p. m.
en,ocp:play,play all the programs pertaining to rock songs on the radio
en,ocp:play,tune into the nearest english f. m. station
en,ocp:play,please put f. m. channel ninety three point eight
en,ocp:play,i want music
en,ocp:play,let's have the radio on
en,ocp:play,tune in to ryan seacrest on the living room radio
en,ocp:play,put this american life on the car radio
en,ocp:play,i think dean obidallah is on the radio around now
en,ocp:play,turn on the radio to a classical station
en,ocp:play,please turn on one of the preprogrammed stations
en,ocp:play,open radio frequency ninety nine point five
en,ocp:play,run radio sixty six point five
en,ocp:play,play hip-hop in hot ninety seven
en,ocp:play,play doctor demento on my bedside radio
en,ocp:play,load up doctor demento and play it by my bed
en,ocp:play,what is the current show with the maximum viewers choice on television
en,ocp:play,can you please put on music
en,ocp:play,play radio please
en,ocp:play,play me a prambors radio when gina and desta broadcast
en,ocp:play,turn on radio play prambors with max volume as alarm in the morning
en,ocp:play,play miley cyrus radio
en,ocp:play,play for me american idol show
en,ocp:play,want to play music
en,ocp:play,play radio program name
en,ocp:play,run radio program
en,ocp:play,please turn the station to one hundred and seven point four
en,ocp:play,switch the station to eighty nine point four
en,ocp:play,start the pop radio station
en,ocp:play,play for me the program american idol
en,ocp:play,start radio forth on program y.
en,ocp:play,program y. at radio b. b. c.
en,ocp:play,play howard stern
en,ocp:play,i want listen to kevin and bean
en,ocp:play,can you start ryan seacrest
en,ocp:play,on radio mirch can you play feel dil program
en,ocp:play,red f. m. chit chat auto tune
en,ocp:play,play pdr on the am band radio
en,ocp:play,alexa play pdr on the am band radio
en,ocp:play,alexa turn on pdr am
en,ocp:play,play the radio station pop
en,ocp:play,play the rock radio station
en,ocp:play,i want you to play the radio
en,ocp:play,can you play the radio please
en,ocp:play,play this programs in this pad's
en,ocp:play,open pandora app and play station amed hoizer radio
en,ocp:play,play hoizer radio station from my pandora app
en,ocp:play,open pandora and play hoizer radio
en,ocp:play,play by favorite radio station
en,ocp:play,what are the florida radio stations
en,ocp:play,play rock ninety eight point seven on the f. m. dial please
en,ocp:play,show me upcoming programs on one hundred and five point one
en,ocp:play,i want the ryan seacrest show on the radio in the kitchen
en,ocp:play,play music composed by some one giving short hint about the album
en,ocp:play,play news program
en,ocp:play,please read the text i just received on messenger
en,ocp:play,play the latest episode of little steven's underground garage
en,ocp:play,tune into the korn morning show please
en,ocp:play,i want to hear morning edition on n. p. r.
en,ocp:play,switch on the radio and play hello f. m. station
en,ocp:play,please play the morning show on ninety one point five point one f. m.
